DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,pS6_N,pCFOS_N,SYP_N,CaNA_N
0.02048206701874733,0.02160380594432354,0.0074498336762189865,0.010540884919464588,0.00897500291466713,0.015148743987083435,0.01125700119882822,0.01852228492498398,0.010559446178376675,0.011512305587530136,0.02440381422638893,0.014445055276155472,0.013584857806563377,0.013664635829627514,0.010126873850822449,0.01816561073064804,0.009989898651838303,0.024055946618318558,0.011788551695644855,0.013024686835706234,0.016365908086299896,0.009845256805419922,0.006820308975875378,0.00912009458988905,0.012789886444807053,0.010569076053798199,0.00983284879475832,0.008273812010884285,0.015478923916816711,0.00798335112631321,0.015539485961198807,0.006159649696201086,0.03624827042222023,0.014868381433188915,0.02036747708916664,0.026355329900979996,0.010431922040879726,0.008462128229439259,0.015220915898680687,0.023626849055290222,0.011316227726638317,0.01225366722792387,0.02026897482573986,0.010836100205779076,0.008371801115572453,0.017317067831754684,0.0296600554138422,0.008013074286282063,0.01780790276825428,0.00867601577192545,0.014932532794773579,0.012544304132461548,0.008243275806307793,0.015127396211028099,0.009281131438910961,0.014194505289196968,0.019509362056851387,0.00788663886487484,0.009784357622265816,0.008375346660614014,0.012446114793419838,0.008992161601781845,0.011949419043958187,0.010324545204639435,0.012613638304173946,0.024486392736434937,0.01095088291913271,0.009193308651447296,0.022242622449994087,0.006730001885443926,0.012091460637748241,0.019918547943234444
0.02506626769900322,0.014987373724579811,0.012653344310820103,0.011572936549782753,0.010861378163099289,0.013245956040918827,0.01217578537762165,0.010206775739789009,0.006910019088536501,0.019806725904345512,0.03218194842338562,0.012672103941440582,0.012515008449554443,0.017253439873456955,0.006617594975978136,0.011688733473420143,0.014918304979801178,0.016352815553545952,0.014583133161067963,0.014266637153923512,0.01975490339100361,0.009498809464275837,0.008819160051643848,0.012081947177648544,0.015827927738428116,0.011857366189360619,0.009218558669090271,0.00790266040712595,0.01115953829139471,0.007815614342689514,0.01671392284333706,0.008041311986744404,0.037337206304073334,0.012177660129964352,0.023144304752349854,0.023406948894262314,0.01121864840388298,0.015335509553551674,0.011626122519373894,0.02081819623708725,0.013238170184195042,0.014388213865458965,0.01830378919839859,0.008287117816507816,0.007753972429782152,0.014350098557770252,0.02354108914732933,0.008888881653547287,0.01688728854060173,0.008112928830087185,0.022506045177578926,0.008787433616816998,0.008341798558831215,0.01608186960220337,0.01270037516951561,0.01422448456287384,0.014978839084506035,0.00917293131351471,0.012014435604214668,0.007702697068452835,0.014844824559986591,0.011657802388072014,0.009298648685216904,0.015254847705364227,0.012524021789431572,0.014676060527563095,0.007686369586735964,0.006156411021947861,0.019165419042110443,0.008736802265048027,0.013094398193061352,0.022349346429109573
0.024253899231553078,0.019394470378756523,0.00821883138269186,0.010125640779733658,0.009320060722529888,0.011544427834451199,0.007659499067813158,0.015300382860004902,0.010781364515423775,0.011747503653168678,0.03430427983403206,0.013924536295235157,0.013364107348024845,0.012260070070624352,0.01045110821723938,0.012823228724300861,0.010989950969815254,0.022513052448630333,0.01211975235491991,0.011053904891014099,0.01764686219394207,0.008755872957408428,0.007591338362544775,0.009772423654794693,0.011230962350964546,0.012016192078590393,0.010625694878399372,0.008643805049359798,0.012028929777443409,0.008543981239199638,0.014433134347200394,0.007064111065119505,0.04471418634057045,0.014574272558093071,0.020376553758978844,0.025379516184329987,0.011756869964301586,0.008765294216573238,0.012185473926365376,0.021777840331196785,0.01490403339266777,0.013288553804159164,0.02237365022301674,0.011938894167542458,0.009115357883274555,0.01561905536800623,0.024446038529276848,0.009338459931313992,0.018696684390306473,0.008150186389684677,0.015389848500490189,0.010860941372811794,0.00878597516566515,0.015665782615542412,0.011245199479162693,0.014226924628019333,0.016455095261335373,0.009116356261074543,0.01128073874861002,0.008855228312313557,0.013936778530478477,0.010270186699926853,0.010499614290893078,0.01089169830083847,0.00959827285259962,0.023441674187779427,0.009213888086378574,0.007755398750305176,0.02070055902004242,0.008166149258613586,0.009780955500900745,0.025958433747291565
0.020059950649738312,0.022149458527565002,0.007556726690381765,0.010274708271026611,0.009756316430866718,0.014663751237094402,0.010935783386230469,0.01810481771826744,0.011636171489953995,0.013498312793672085,0.02584759332239628,0.015551225282251835,0.013887065462768078,0.01378844864666462,0.009431209415197372,0.01712561585009098,0.011606738902628422,0.02338903769850731,0.012486225925385952,0.009779921732842922,0.01669374853372574,0.009480892680585384,0.007358065340667963,0.00958206132054329,0.01120636984705925,0.010955486446619034,0.01097259484231472,0.0099863950163126,0.014438466168940067,0.008807291276752949,0.013179214671254158,0.006492749322205782,0.03406572341918945,0.013988505117595196,0.019295314326882362,0.025915177538990974,0.01164766401052475,0.0070679569616913795,0.016184993088245392,0.023140283301472664,0.01313568465411663,0.012139740400016308,0.019228339195251465,0.01087749283760786,0.009228619746863842,0.01520727388560772,0.027356965467333794,0.008380752056837082,0.016935724765062332,0.007298481184989214,0.01298071350902319,0.011372169479727745,0.0077875214628875256,0.0145827392116189,0.010110649280250072,0.01520450133830309,0.01864742860198021,0.008503048680722713,0.010678448714315891,0.008292311802506447,0.013607879169285297,0.01038837805390358,0.011453816667199135,0.01059021707624197,0.014317410998046398,0.024479666724801064,0.011869354173541069,0.009306504391133785,0.023177165538072586,0.007643545512109995,0.012699988670647144,0.020529432222247124
0.01919965259730816,0.020971542224287987,0.007526068482547998,0.01137542724609375,0.010140318423509598,0.014708357863128185,0.012612898834049702,0.018781140446662903,0.010955468751490116,0.013265745714306831,0.0235555712133646,0.01538137998431921,0.014186379499733448,0.014681861735880375,0.01127465907484293,0.019655831158161163,0.012424628250300884,0.02191261202096939,0.013683591037988663,0.009162518195807934,0.014126553200185299,0.009363475255668163,0.00759511673822999,0.009134163148701191,0.011373739689588547,0.011335118673741817,0.011088098399341106,0.00994441844522953,0.013115000911056995,0.009797882288694382,0.011058052070438862,0.007481373380869627,0.03282912075519562,0.014957421459257603,0.01827499456703663,0.024824626743793488,0.012424452230334282,0.0068444861099123955,0.015833454206585884,0.023745844140648842,0.011750834062695503,0.013059345073997974,0.020598124712705612,0.011099527589976788,0.009651408530771732,0.016447464004158974,0.02705083228647709,0.008664709515869617,0.016873648390173912,0.007268959190696478,0.012803886085748672,0.012311490252614021,0.007504189852625132,0.012434548698365688,0.00993750523775816,0.013332453556358814,0.019717054441571236,0.00848985742777586,0.010824207216501236,0.008950715884566307,0.014494413509964943,0.010963932611048222,0.011972358450293541,0.011497611179947853,0.014900137670338154,0.022837063297629356,0.0121066365391016,0.009974646382033825,0.02177882008254528,0.007906079292297363,0.013857865706086159,0.018336599692702293
0.019888537004590034,0.0210704505443573,0.007587394677102566,0.011066769249737263,0.010487060993909836,0.015529969707131386,0.011397344060242176,0.018082858994603157,0.011010020039975643,0.012509390711784363,0.025317121297121048,0.01440148614346981,0.014574012719094753,0.013991300016641617,0.010984485037624836,0.019557835534214973,0.01142746489495039,0.02327515184879303,0.012726224027574062,0.008442521095275879,0.015066571533679962,0.010382498614490032,0.007317876908928156,0.009022478014230728,0.011881099082529545,0.011079688556492329,0.010874130763113499,0.009794877842068672,0.01298044715076685,0.009608840569853783,0.011852208524942398,0.006752680987119675,0.03331710770726204,0.014894196763634682,0.01998867653310299,0.025056274607777596,0.012226304970681667,0.007056623697280884,0.015630081295967102,0.023059425875544548,0.012519733048975468,0.01366402953863144,0.020593546330928802,0.011232868768274784,0.009853564202785492,0.016478177160024643,0.028652777895331383,0.008637777529656887,0.01786712184548378,0.0067717754282057285,0.012763407081365585,0.011570041999220848,0.007276031654328108,0.012128664180636406,0.010170073248445988,0.013595576398074627,0.019728969782590866,0.0085853710770607,0.010625522583723068,0.008367822505533695,0.01339192409068346,0.01017133891582489,0.011920871213078499,0.01162716280668974,0.012139362283051014,0.02541925199329853,0.012396267615258694,0.009549555368721485,0.021823937073349953,0.007755693048238754,0.013416916131973267,0.01813536137342453
0.020096562802791595,0.022935574874281883,0.0072790090925991535,0.011289432644844055,0.010186704806983471,0.014953571371734142,0.011273761279881,0.01766156777739525,0.010207011364400387,0.01254355814307928,0.02433817647397518,0.015697088092565536,0.01297021098434925,0.013813670724630356,0.011366813443601131,0.0176370982080698,0.01053543295711279,0.024539297446608543,0.011493352241814137,0.008205779828131199,0.016455939039587975,0.009613887406885624,0.0070722587406635284,0.009950163774192333,0.01265053078532219,0.011969867162406445,0.010003354400396347,0.009793552570044994,0.013548762537539005,0.00880986824631691,0.011991792358458042,0.006841140799224377,0.0322948656976223,0.014567025005817413,0.02147826924920082,0.02799179032444954,0.011521832086145878,0.006430538836866617,0.016893580555915833,0.023321988061070442,0.012657804414629936,0.012384521774947643,0.019433921203017235,0.010301630012691021,0.009771634824573994,0.014676974155008793,0.02861209027469158,0.008272986859083176,0.018281253054738045,0.006342673674225807,0.01244700700044632,0.012265264987945557,0.007541796658188105,0.012592902407050133,0.009870137088000774,0.013594189658761024,0.01950213871896267,0.00918959453701973,0.01039055548608303,0.008477662689983845,0.014541861601173878,0.010131161659955978,0.011788951233029366,0.010277719236910343,0.012850385159254074,0.025164160877466202,0.011086175218224525,0.009621858596801758,0.025396566838026047,0.008317061699926853,0.013490624725818634,0.018501974642276764
0.01934223063290119,0.020641595125198364,0.007813457399606705,0.011218886822462082,0.010251197963953018,0.014371156692504883,0.01286674477159977,0.018061157315969467,0.011531750671565533,0.013948630541563034,0.024490103125572205,0.015248369425535202,0.014604011550545692,0.014547484926879406,0.011447660624980927,0.01775561459362507,0.01197593193501234,0.021287862211465836,0.013249505311250687,0.009139437228441238,0.01529425848275423,0.01032015960663557,0.007546070963144302,0.009593487717211246,0.010618237778544426,0.011621111072599888,0.010957365855574608,0.010517376475036144,0.013049213215708733,0.01024063304066658,0.012303488329052925,0.007307195104658604,0.030364464968442917,0.013470320962369442,0.018216639757156372,0.02310454286634922,0.011717650108039379,0.007131248712539673,0.014933359809219837,0.0232121292501688,0.013153795152902603,0.012882135808467865,0.0194147527217865,0.011317290365695953,0.010236254893243313,0.016589242964982986,0.027523469179868698,0.008702551014721394,0.01670646294951439,0.007652942556887865,0.01281965896487236,0.011795694939792156,0.0076551660895347595,0.01252661645412445,0.01070698257535696,0.014409380964934826,0.01969614066183567,0.009628601372241974,0.010592824779450893,0.009031216613948345,0.013056070543825626,0.0109076127409935,0.012828052043914795,0.01274616178125143,0.013203456066548824,0.023658452555537224,0.011804490350186825,0.010245194658637047,0.02379000559449196,0.008939423598349094,0.012939676642417908,0.017528463155031204
0.022909926250576973,0.023567328229546547,0.005244398955255747,0.009479104541242123,0.008831188082695007,0.010070317424833775,0.006858824752271175,0.02016371116042137,0.00876570027321577,0.01195826567709446,0.03730783984065056,0.014097160659730434,0.016115544363856316,0.009996341541409492,0.009867283515632153,0.01571706309914589,0.010503331199288368,0.02772245556116104,0.011991819366812706,0.007691057864576578,0.017511537298560143,0.007922993041574955,0.005196158308535814,0.006832531653344631,0.010887705720961094,0.009152870625257492,0.008659838698804379,0.006127279717475176,0.01344803161919117,0.007903552614152431,0.01211395300924778,0.004562400747090578,0.04740196093916893,0.014279473572969437,0.02147742547094822,0.031397659331560135,0.01044014934450388,0.006660111714154482,0.014806391671299934,0.02574942447245121,0.012206424959003925,0.011443543247878551,0.022472288459539413,0.009955080226063728,0.009051060304045677,0.018125304952263832,0.0348946675658226,0.00672570988535881,0.019695965573191643,0.006091199815273285,0.013430873863399029,0.012303374707698822,0.006170249078422785,0.012884734198451042,0.008864408358931541,0.014126276597380638,0.022276170551776886,0.007269589230418205,0.010593715123832226,0.007290693465620279,0.013348178006708622,0.009332447312772274,0.01245032623410225,0.009265119209885597,0.010150929912924767,0.026249706745147705,0.010137130506336689,0.008243918418884277,0.02302415482699871,0.006167703773826361,0.01112306211143732,0.0232459157705307
0.02050832286477089,0.01950940117239952,0.008985132910311222,0.010399588383734226,0.009689082391560078,0.01289867702871561,0.010387658141553402,0.01736181043088436,0.010714596137404442,0.012906896881759167,0.025981023907661438,0.013906832784414291,0.013646320439875126,0.013116557151079178,0.010451873764395714,0.016520334407687187,0.010634327307343483,0.021653082221746445,0.011829901486635208,0.014255360700190067,0.0183960422873497,0.011014856398105621,0.007900835946202278,0.00962287001311779,0.010258765891194344,0.011696303263306618,0.010032309219241142,0.00915956124663353,0.01171886920928955,0.008712176233530045,0.017270278185606003,0.0076546561904251575,0.033039312809705734,0.013930653221905231,0.01925605721771717,0.02286352962255478,0.011942067183554173,0.010343266651034355,0.013381382450461388,0.023013081401586533,0.012472642585635185,0.012179544195532799,0.018642887473106384,0.01074268203228712,0.009657367132604122,0.015481710433959961,0.02712102420628071,0.00966534111648798,0.016668008640408516,0.011888480745255947,0.01611296646296978,0.011582491919398308,0.009292632341384888,0.01776360161602497,0.010303664021193981,0.013303174637258053,0.018435107544064522,0.009359600022435188,0.010379851795732975,0.008360187523066998,0.014086931012570858,0.01112273707985878,0.01146229263395071,0.010695214383304119,0.011458110995590687,0.022858796641230583,0.010970007628202438,0.009345590136945248,0.021050652489066124,0.007562277372926474,0.012191297486424446,0.021219462156295776
